time,text
1년 전,"지들이 질서는 조까라 하고 지들끼리 뒤엉켜 놀려다가 질서 안지켜서 뒤엉켜난 사고 인데 
개인의 부주의를 왜 남보고 책임지라하고 보상받고 싶어 하는건데?"
1년 전,페이스페인팅인지 뭔지 지놈 집기 다칠까봐 계단 좁다고 사람 못 끌어올리게 했던놈은 천벌받아라
1년 전,이딴게 참사...?
1년 전,유압프레스
1년 전,진짜 생각없는것들이 너무많아서 경찰에 신고 충분히 사건 전부터 많았는데 안지켜진 경찰도 시민도 못났다 유족들도 개판이고
1년 전,ㅇ..ㅇ 다들 천안함때는 이렇게 위로들 해줬나요?
1년 전,2017년에 저 똑같은 곳에서 나도 죽을뻔하고 할로윈때 한번도 안갔었는데 그 당시에 이러다가 언젠가 사람죽겠다. 생각했는데 그대로 일어났다. 아마 나같은 사람들 엄청 많을 듯.
1년 전,죽은 자를 기억하는건 남은 자들 뿐
1년 전,"???"" 유품입니다...(바니걸 의상을 주며)"
1년 전,이태원 특별법은 반대 하지만 참사로 인한 고인들의 명복을 빕니다.
1년 전,베지터.. 역시 사이어인.. 고마워요 토리야마..
1년 전,서울 한복판에서 사람이 저렇게 죽을 수가 있나...
1년 전,이태원특별법 반대! 찢재명 구속!
1년 전,군인이 죽은일보다도 이걸 더 슬퍼해 하는 한국국민들
1년 전,bj배지터님 가끔씩 봤었어요 아프리카tv에서.  떡상하시길 바랍니다.
1년 전,아..아깝다
1년 전,그만좀 우려먹어
1년 전,제 발로 가놓고선 왜 남탓을 함?너희들끼리 좁은 장소에서 밀고 밀리다 깔려죽은것뿐이지 본인들이 가해자인 동시에 피해자일 뿐임.
1년 전,저분 영상 보면 선자세로 눈돌아가는 여자들 얼굴 퍼래지는 여자들 나옴
1년 전,다른거 없음 안전불감증이 부른 참사다
1년 전,"사람몰릴거아는데 놀러간게 잘못아니녜ㅋㅋ
아니그럼 반대로 몰릴꺼 아는데 안전요원 배치안한 서울시 잘못은 없음?
ㅋㅋ냉정하게 저정도 인파면 차도 통제해야될 수준임 . 저걸 지켜보고있는거 자체가 죽으라고 걍 방치한거지 . 희생자들을 탓하는 댓글들 능지가 참 개돼지같네ㅋㅋㅋ"
1년 전,사람 구해준건 고마운데 생긴게 쩜 그래여 저부 봇샌겼댜뎌 ㅠㅠㅠ
1년 전,귀신놀이하러갔다 귀신이되었넹
1년 전,이건  정말 안타깝다
1년 전,여러분 잭스가 이렇게 무섭습니다.
1년 전,유족물건 왜 신발밖에 안보여줌?? 옷을 보여줘야지
1년 전,1~2년 사이에 얼굴이 많이 변했네요..맘 고생많았겠어요
1년 전,군인이다쳐도 저렇게 나라에서 신경써줄지의문
1년 전,의경 사라짐.. 인력부족해진지오래
1년 전,문재인이 의경폐지했잖아요
1년 전,"국가 행사도  지자체 행사도 아니고 중요한날도 아니고 
ㅋㅋ무슨 말이 할로윈이지 주목적이 술먹고 노는게 이유인데 
그걸위해서 경찰이 나와서 통제를한다 ?
민주주의국가에서 다큰성인들이 술먹고 놀려고 모여있는데 그걸 통제하라고 말하는거부터 이미 비정상임 
거기서 놀면서 사람이 많네 좀없는곳갈까 ?생각을 아무도 못하면서 놀다가 사고나니 남탓하는게 저참사일뿐임"
1년 전,응 의경 폐지됐어. 몇기냐?
1년 전,어떻게 골목골목 전부 안전 요원을 배치합니까 ..
1년 전,희생자ㅋㅋㅋㅋㅋㅋ 누가 희생자냐 지들끼리 질서없이 쳐놀다 뒤진건데
1년 전,잉?
1년 전,그...본인들이 피해자고 가해자 아닌가..
1년 전,"사람이 걍 도로에 골목에 술먹고 놀려고 모인거뿐인데 그걸 통제하라니 재정신아니네 ㅋㅋ 
그렇게 하는나라 중국 북한같은 나라 원하는거냐 ?"
