time,text
2년 전,"민변이 개입하면
볼것도없다
세월호 처럼 몇년을 질질끌고 가겠지 
민주당이 바라는데로 수단과 방법을가리지말고 
앞날이 보이네요"
2년 전,! 민노총 두분 돌아가신건 왜그랬을까?? 그게 너무 이상하다.왜 거긴가셨을까???
2년 전,"세월호처럼.돈달라해야지.
민주당이.다알아서해줄거야.
그래야.선동질이.먹히니까..
놀러가서죽은것도.정부책임.
여행가다죽은것도.정부책임.
병으로죽는것도.정부책임져라."
2년 전,민변...
2년 전,"힘내세요.
대부분의 많은 사람들이 공감하고 있습니다."
2년 전,너무 아프네요…
2년 전,정부가이테원에가라했나니들자식이
2년 전,고인의 명복을 빕니다 꼭 국정조사 해서 책임자 처벌하고 같은 일 반복되지 않게 해야 합니다
2년 전,제발 세월호  만큼은 되지말았슴 합니다
2년 전,"사고원인은, 사람 많은거 뻔히 알면서도 꾸역꾸역 골목길로 들어선 무지한 그 사람들"
2년 전,"도대체 뭔 소리야??
지금 조사와 수사 잘하고 있잖아요.
경찰이 매뉴얼대로 잘 control operation 못한것인데 그래서 지금 수사하고 죄처벌하는데 왜 정부에 따지지?? 
또 돈달라는 건가요??
왜 세금으로 돈줘야 하지요??
제발 망인들을 욕보이지 마시고 품위와 윤리 좀 지키세요!!"
2년 전,그럼 잘못한사람도 없는데 158명이 왜 죽음?
2년 전, @rmrguajoo1818  누가 잘못한 사람이 없답니까? 누가 잘못한 지는 노코멘트 하겠습니다
2년 전, @rmrguajoo1818  사람이 꼭  누가 잘못해야만  죽는건 아니죠.
2년 전,자식들 야밤에 이태원 갈때 부모들은 뭐했어?
2년 전,배후가 있나요??  앞에서 나는 위로 올라가겠다   뒤에서  빨리 안가냐?? 밀었는데 ?
2년 전,"답글들 봐라
날리면으로 들리는 애들"
2년 전," @mjk7686   쩝~~  이성을 가지고 생각을....

여기서  이른말을? 슬푸다 대한민국"
2년 전,궁금하면 찾아가서 물어봐
2년 전,ㅇㄱㄹㅇ  민노총은 본인들 사고당하면 절대 그냥 넘어가는 인간들아닌데.  왤케 조용하지?  스타렉스 방송키고 방방곡곡 돌아다니면서 떠드는애들인데 왜? 하던데로 안해? 뭐가두려워서?
2년 전,할아버지 인터넷 그만하시고 발닦고 주무세요
